interaction,user_id,week,timestamp,topic,question_id,question_topic,difficulty,time_spent_s,avg_time_all_users_s,correct
1021,user_progressive,16,2026-04-20 19:05:11,Calculus,Q85616,Sequences & Series,4,123.37,135,1
1022,user_progressive,16,2026-04-21 08:46:33,Calculus,Q79530,Sequences & Series,5,159.65,172,1
1023,user_progressive,16,2026-04-22 13:30:47,Calculus,Q23490,Sequences & Series,3,128.09,149,1
1024,user_progressive,16,2026-04-22 19:22:56,Calculus,Q43766,Sequences & Series,5,156.46,186,1
1025,user_progressive,1,2026-01-01 10:00:25,Calculus,Q14876,Trigonometric Substitution,4,263.15,204,0
1026,user_progressive,1,2026-01-01 11:32:36,Calculus,Q15500,Trigonometric Substitution,3,186,146,0
1027,user_progressive,1,2026-01-02 09:28:00,Calculus,Q14930,Trigonometric Substitution,5,129.34,137,0
1028,user_progressive,1,2026-01-03 01:04:44,Calculus,Q23056,Trigonometric Substitution,4,194.08,136,0
1029,user_progressive,1,2026-01-03 13:16:30,Calculus,Q78429,Trigonometric Substitution,4,195.77,171,1
1030,user_progressive,1,2026-01-04 21:30:52,Calculus,Q26104,Trigonometric Substitution,4,262.82,205,1
1031,user_progressive,1,2026-01-04 22:29:33,Calculus,Q75132,Trigonometric Substitution,3,171.97,108,1
1032,user_progressive,1,2026-01-05 02:16:43,Calculus,Q92097,Trigonometric Substitution,3,229.63,163,0
1033,user_progressive,1,2026-01-05 03:36:56,Calculus,Q20070,Trigonometric Substitution,5,146.35,126,1
1034,user_progressive,1,2026-01-05 21:34:02,Calculus,Q10034,Trigonometric Substitution,4,256.02,188,0
1035,user_progressive,1,2026-01-06 13:54:31,Calculus,Q64552,Trigonometric Substitution,4,226.75,195,1
1036,user_progressive,1,2026-01-06 18:28:16,Calculus,Q33823,Trigonometric Substitution,4,172.02,142,1
1037,user_progressive,1,2026-01-06 19:27:52,Calculus,Q19883,Trigonometric Substitution,4,129.43,114,0
1038,user_progressive,1,2026-01-06 20:11:14,Calculus,Q98666,Trigonometric Substitution,5,269.2,190,0
1039,user_progressive,1,2026-01-07 07:52:39,Calculus,Q89777,Trigonometric Substitution,4,119.1,97,0
1040,user_progressive,1,2026-01-07 22:20:05,Calculus,Q11412,Trigonometric Substitution,4,275.96,174,1
1041,user_progressive,2,2026-01-08 22:39:27,Calculus,Q68072,Trigonometric Substitution,4,199.79,127,0
1042,user_progressive,2,2026-01-09 20:48:16,Calculus,Q37704,Trigonometric Substitution,3,266.26,207,0
1043,user_progressive,2,2026-01-10 04:27:21,Calculus,Q23968,Trigonometric Substitution,4,177.45,168,0
1044,user_progressive,2,2026-01-10 11:55:17,Calculus,Q67339,Trigonometric Substitution,3,97.63,108,1
1045,user_progressive,2,2026-01-10 19:16:39,Calculus,Q15167,Trigonometric Substitution,4,227.79,207,0
1046,user_progressive,2,2026-01-10 22:15:30,Calculus,Q52289,Trigonometric Substitution,4,196.53,198,0
1047,user_progressive,2,2026-01-10 22:52:58,Calculus,Q41789,Trigonometric Substitution,3,142.16,137,1
1048,user_progressive,2,2026-01-11 18:45:32,Calculus,Q44590,Trigonometric Substitution,4,102.3,109,1
1049,user_progressive,2,2026-01-11 21:11:06,Calculus,Q56588,Trigonometric Substitution,4,87.92,109,1
1050,user_progressive,2,2026-01-11 22:33:25,Calculus,Q97159,Trigonometric Substitution,3,207.64,188,0
1051,user_progressive,2,2026-01-12 02:33:23,Calculus,Q75470,Trigonometric Substitution,4,246.71,199,0
1052,user_progressive,2,2026-01-12 12:16:55,Calculus,Q45113,Trigonometric Substitution,4,148,125,0
1053,user_progressive,2,2026-01-14 01:51:28,Calculus,Q58815,Trigonometric Substitution,5,194.97,183,1
1054,user_progressive,2,2026-01-14 03:52:32,Calculus,Q98223,Trigonometric Substitution,4,186.2,144,0
1055,user_progressive,2,2026-01-14 20:41:52,Calculus,Q36460,Trigonometric Substitution,5,223.72,198,0
1056,user_progressive,2,2026-01-15 01:34:27,Calculus,Q29689,Trigonometric Substitution,4,201.11,156,0
1057,user_progressive,3,2026-01-16 01:49:47,Calculus,Q68412,Trigonometric Substitution,5,94.92,126,0
1058,user_progressive,3,2026-01-16 17:36:15,Calculus,Q99691,Trigonometric Substitution,3,141.53,141,0
1059,user_progressive,3,2026-01-17 03:46:09,Calculus,Q11807,Trigonometric Substitution,3,134.62,121,1
1060,user_progressive,3,2026-01-17 04:09:26,Calculus,Q65147,Trigonometric Substitution,5,207.82,171,1
1061,user_progressive,3,2026-01-17 06:34:53,Calculus,Q62898,Trigonometric Substitution,4,201.84,153,1
1062,user_progressive,3,2026-01-17 12:06:27,Calculus,Q72576,Trigonometric Substitution,5,116.94,142,0
1063,user_progressive,3,2026-01-17 13:28:33,Calculus,Q98236,Trigonometric Substitution,5,188.5,143,0
1064,user_progressive,3,2026-01-18 04:39:03,Calculus,Q74352,Trigonometric Substitution,4,154.79,139,1
1065,user_progressive,3,2026-01-18 15:40:11,Calculus,Q60147,Trigonometric Substitution,4,217.11,174,0
1066,user_progressive,3,2026-01-20 04:10:40,Calculus,Q62185,Trigonometric Substitution,4,150.45,132,1
1067,user_progressive,3,2026-01-20 08:19:01,Calculus,Q74013,Trigonometric Substitution,3,120.34,127,0
1068,user_progressive,3,2026-01-20 12:22:19,Calculus,Q47403,Trigonometric Substitution,3,81.14,104,0
1069,user_progressive,3,2026-01-21 14:34:43,Calculus,Q98893,Trigonometric Substitution,3,154.7,166,0
1070,user_progressive,3,2026-01-21 20:11:23,Calculus,Q41099,Trigonometric Substitution,5,254.55,201,1
1071,user_progressive,3,2026-01-21 20:53:51,Calculus,Q85320,Trigonometric Substitution,4,135.69,131,1
1072,user_progressive,3,2026-01-22 08:48:04,Calculus,Q35133,Trigonometric Substitution,3,113.47,109,0
1073,user_progressive,4,2026-01-22 10:03:44,Calculus,Q69602,Trigonometric Substitution,4,150.09,166,0
1074,user_progressive,4,2026-01-23 07:29:06,Calculus,Q83753,Trigonometric Substitution,4,170.53,160,1
1075,user_progressive,4,2026-01-23 10:22:20,Calculus,Q54079,Trigonometric Substitution,4,290.02,209,0
1076,user_progressive,4,2026-01-23 14:59:56,Calculus,Q56271,Trigonometric Substitution,4,242.87,200,0
1077,user_progressive,4,2026-01-24 01:35:27,Calculus,Q17046,Trigonometric Substitution,3,110.08,107,0
1078,user_progressive,4,2026-01-24 03:12:50,Calculus,Q25749,Trigonometric Substitution,4,89.39,124,0
1079,user_progressive,4,2026-01-24 14:52:00,Calculus,Q51950,Trigonometric Substitution,3,97.8,93,0
1080,user_progressive,4,2026-01-24 16:53:50,Calculus,Q86211,Trigonometric Substitution,3,170.23,156,1
1081,user_progressive,4,2026-01-24 20:12:43,Calculus,Q68219,Trigonometric Substitution,3,110.75,129,1
1082,user_progressive,4,2026-01-24 21:03:04,Calculus,Q73138,Trigonometric Substitution,3,118,129,1
1083,user_progressive,4,2026-01-25 13:02:31,Calculus,Q15635,Trigonometric Substitution,5,134.16,182,0
1084,user_progressive,4,2026-01-26 15:55:17,Calculus,Q53179,Trigonometric Substitution,4,188.71,121,1
1085,user_progressive,4,2026-01-27 02:08:54,Calculus,Q38786,Trigonometric Substitution,3,137.03,145,0
1086,user_progressive,4,2026-01-27 12:56:34,Calculus,Q73811,Trigonometric Substitution,3,136.21,149,0
1087,user_progressive,4,2026-01-27 22:12:04,Calculus,Q41924,Trigonometric Substitution,4,103.64,153,1
1088,user_progressive,4,2026-01-28 16:22:23,Calculus,Q66966,Trigonometric Substitution,4,146.57,140,0
1089,user_progressive,5,2026-01-29 16:09:23,Calculus,Q19296,Trigonometric Substitution,4,126.48,208,0
1090,user_progressive,5,2026-01-29 20:40:57,Calculus,Q75777,Trigonometric Substitution,3,140.02,189,1
1091,user_progressive,5,2026-01-30 06:12:39,Calculus,Q69969,Trigonometric Substitution,3,204.94,178,1
1092,user_progressive,5,2026-01-30 07:26:42,Calculus,Q17812,Trigonometric Substitution,5,153.15,168,1
1093,user_progressive,5,2026-01-30 14:03:29,Calculus,Q53109,Trigonometric Substitution,3,118.73,102,0
1094,user_progressive,5,2026-01-31 02:54:12,Calculus,Q13225,Trigonometric Substitution,5,136.51,147,0
1095,user_progressive,5,2026-01-31 03:57:13,Calculus,Q63651,Trigonometric Substitution,4,142.09,196,1
1096,user_progressive,5,2026-01-31 08:40:23,Calculus,Q90487,Trigonometric Substitution,5,188.96,178,0
1097,user_progressive,5,2026-01-31 17:51:07,Calculus,Q62690,Trigonometric Substitution,4,72.85,99,0
1098,user_progressive,5,2026-02-01 13:59:34,Calculus,Q10868,Trigonometric Substitution,5,251.13,209,1
1099,user_progressive,5,2026-02-02 08:39:53,Calculus,Q80732,Trigonometric Substitution,4,190.21,130,1
1100,user_progressive,5,2026-02-02 12:43:47,Calculus,Q31232,Trigonometric Substitution,3,230.83,181,1
1101,user_progressive,5,2026-02-03 04:13:16,Calculus,Q91918,Trigonometric Substitution,3,229.51,197,0
1102,user_progressive,5,2026-02-03 04:42:18,Calculus,Q62208,Trigonometric Substitution,5,197.78,186,0
1103,user_progressive,5,2026-02-03 06:22:09,Calculus,Q11360,Trigonometric Substitution,5,188.53,181,0
1104,user_progressive,5,2026-02-04 12:29:00,Calculus,Q76754,Trigonometric Substitution,5,190.68,175,0
1105,user_progressive,6,2026-02-06 12:45:59,Calculus,Q48536,Trigonometric Substitution,4,166.26,146,1
1106,user_progressive,6,2026-02-07 14:57:28,Calculus,Q70622,Trigonometric Substitution,4,192.32,130,0
1107,user_progressive,6,2026-02-08 02:51:10,Calculus,Q33814,Trigonometric Substitution,5,115.4,207,0
1108,user_progressive,6,2026-02-08 11:03:38,Calculus,Q93146,Trigonometric Substitution,5,185.25,146,0
1109,user_progressive,6,2026-02-09 02:51:18,Calculus,Q24370,Trigonometric Substitution,4,136.15,143,0
1110,user_progressive,6,2026-02-09 03:02:28,Calculus,Q90364,Trigonometric Substitution,3,144.1,124,0
1111,user_progressive,6,2026-02-09 08:25:14,Calculus,Q10032,Trigonometric Substitution,5,172.07,199,0
1112,user_progressive,6,2026-02-09 08:35:40,Calculus,Q38533,Trigonometric Substitution,4,167.94,132,0
1113,user_progressive,6,2026-02-09 11:52:25,Calculus,Q35312,Trigonometric Substitution,4,147.97,179,1
1114,user_progressive,6,2026-02-09 18:20:41,Calculus,Q42638,Trigonometric Substitution,5,158.88,106,0
1115,user_progressive,6,2026-02-09 18:25:22,Calculus,Q24056,Trigonometric Substitution,3,210.95,193,0
1116,user_progressive,6,2026-02-09 23:43:30,Calculus,Q19155,Trigonometric Substitution,4,155.03,176,1
1117,user_progressive,6,2026-02-11 03:25:49,Calculus,Q80979,Trigonometric Substitution,5,198.71,182,0
1118,user_progressive,6,2026-02-11 11:04:41,Calculus,Q10605,Trigonometric Substitution,3,118.12,137,0
1119,user_progressive,6,2026-02-11 18:20:34,Calculus,Q60814,Trigonometric Substitution,5,176.66,136,1
1120,user_progressive,6,2026-02-12 06:01:03,Calculus,Q26607,Trigonometric Substitution,5,179.05,171,1
1121,user_progressive,7,2026-02-12 17:51:08,Calculus,Q30303,Trigonometric Substitution,4,205.13,198,0
1122,user_progressive,7,2026-02-12 19:27:20,Calculus,Q56424,Trigonometric Substitution,4,125.66,94,0
1123,user_progressive,7,2026-02-13 07:47:33,Calculus,Q23618,Trigonometric Substitution,5,239.61,184,0
1124,user_progressive,7,2026-02-13 12:07:07,Calculus,Q93594,Trigonometric Substitution,5,189.69,185,0
1125,user_progressive,7,2026-02-13 20:50:39,Calculus,Q21490,Trigonometric Substitution,4,196.02,193,1
1126,user_progressive,7,2026-02-13 23:56:07,Calculus,Q18810,Trigonometric Substitution,5,201.48,198,1
1127,user_progressive,7,2026-02-14 06:22:02,Calculus,Q66087,Trigonometric Substitution,3,110.59,125,0
1128,user_progressive,7,2026-02-14 09:41:11,Calculus,Q88480,Trigonometric Substitution,4,109.89,177,1
1129,user_progressive,7,2026-02-14 10:56:02,Calculus,Q78704,Trigonometric Substitution,3,86.71,103,1
1130,user_progressive,7,2026-02-15 15:26:44,Calculus,Q62367,Trigonometric Substitution,4,130.12,163,0
1131,user_progressive,7,2026-02-17 04:42:58,Calculus,Q35351,Trigonometric Substitution,4,245.58,199,1
1132,user_progressive,7,2026-02-17 12:19:13,Calculus,Q92926,Trigonometric Substitution,4,226.43,155,0
1133,user_progressive,7,2026-02-17 16:26:01,Calculus,Q82421,Trigonometric Substitution,3,237.46,198,0
1134,user_progressive,7,2026-02-17 18:52:53,Calculus,Q20986,Trigonometric Substitution,4,148.27,132,0
1135,user_progressive,7,2026-02-18 06:58:35,Calculus,Q67903,Trigonometric Substitution,4,141.38,173,0
1136,user_progressive,7,2026-02-19 04:22:07,Calculus,Q89226,Trigonometric Substitution,4,97.66,99,1
1137,user_progressive,8,2026-02-19 14:38:44,Calculus,Q98087,Trigonometric Substitution,3,266.11,184,1
1138,user_progressive,8,2026-02-19 23:16:04,Calculus,Q42153,Trigonometric Substitution,4,148,115,0
1139,user_progressive,8,2026-02-20 17:45:33,Calculus,Q98074,Trigonometric Substitution,5,190.81,194,0
1140,user_progressive,8,2026-02-20 20:34:19,Calculus,Q90212,Trigonometric Substitution,4,61.21,107,0
1141,user_progressive,8,2026-02-21 07:42:09,Calculus,Q99730,Trigonometric Substitution,4,166.16,175,1
1142,user_progressive,8,2026-02-21 10:34:06,Calculus,Q90293,Trigonometric Substitution,5,147.82,120,1
1143,user_progressive,8,2026-02-21 12:33:25,Calculus,Q66978,Trigonometric Substitution,3,212.9,165,0
1144,user_progressive,8,2026-02-21 22:42:05,Calculus,Q19926,Trigonometric Substitution,4,155.48,183,1
1145,user_progressive,8,2026-02-22 12:46:37,Calculus,Q27721,Trigonometric Substitution,4,205.59,206,0
1146,user_progressive,8,2026-02-22 15:13:09,Calculus,Q10492,Trigonometric Substitution,3,142.26,180,0
1147,user_progressive,8,2026-02-23 00:13:04,Calculus,Q44327,Trigonometric Substitution,3,176.69,195,1
1148,user_progressive,8,2026-02-23 07:35:19,Calculus,Q68109,Trigonometric Substitution,4,196.26,154,1
1149,user_progressive,8,2026-02-23 15:54:58,Calculus,Q18447,Trigonometric Substitution,3,206.46,174,0
1150,user_progressive,8,2026-02-23 16:32:21,Calculus,Q46228,Trigonometric Substitution,3,116.9,110,0
1151,user_progressive,8,2026-02-23 21:05:49,Calculus,Q86280,Trigonometric Substitution,4,77.09,99,1
1152,user_progressive,8,2026-02-24 00:57:57,Calculus,Q48762,Trigonometric Substitution,4,108.13,111,0
1153,user_progressive,9,2026-02-26 12:15:56,Calculus,Q91920,Trigonometric Substitution,3,216.16,202,0
1154,user_progressive,9,2026-02-26 16:21:02,Calculus,Q68177,Trigonometric Substitution,4,149.26,127,1
1155,user_progressive,9,2026-02-26 22:07:08,Calculus,Q37867,Trigonometric Substitution,4,137.96,155,0
1156,user_progressive,9,2026-02-28 05:43:25,Calculus,Q80694,Trigonometric Substitution,4,131.6,119,0
1157,user_progressive,9,2026-02-28 07:12:28,Calculus,Q44363,Trigonometric Substitution,3,182.5,207,0
1158,user_progressive,9,2026-03-01 08:20:46,Calculus,Q54607,Trigonometric Substitution,5,188.98,204,0
1159,user_progressive,9,2026-03-01 15:54:06,Calculus,Q98391,Trigonometric Substitution,4,216.42,164,1
1160,user_progressive,9,2026-03-01 22:17:36,Calculus,Q93743,Trigonometric Substitution,4,131.87,149,0
1161,user_progressive,9,2026-03-02 10:37:27,Calculus,Q60668,Trigonometric Substitution,4,98.29,122,0
1162,user_progressive,9,2026-03-02 19:51:56,Calculus,Q18701,Trigonometric Substitution,5,238.09,199,1
1163,user_progressive,9,2026-03-03 11:23:53,Calculus,Q52776,Trigonometric Substitution,4,228.65,199,1
1164,user_progressive,9,2026-03-04 03:18:08,Calculus,Q63768,Trigonometric Substitution,3,101.84,106,1
1165,user_progressive,9,2026-03-04 06:42:57,Calculus,Q56551,Trigonometric Substitution,4,154.88,127,0
1166,user_progressive,9,2026-03-04 07:09:17,Calculus,Q55195,Trigonometric Substitution,4,227.39,176,0
1167,user_progressive,9,2026-03-04 09:00:22,Calculus,Q98717,Trigonometric Substitution,4,192.4,195,0
1168,user_progressive,9,2026-03-04 15:32:22,Calculus,Q32036,Trigonometric Substitution,3,88.77,95,1
1169,user_progressive,10,2026-03-05 11:20:19,Calculus,Q51656,Trigonometric Substitution,3,117.34,203,1
1170,user_progressive,10,2026-03-06 00:35:06,Calculus,Q78035,Trigonometric Substitution,4,113.77,121,0
1171,user_progressive,10,2026-03-06 15:24:47,Calculus,Q31486,Trigonometric Substitution,4,211.11,205,1
1172,user_progressive,10,2026-03-06 17:18:59,Calculus,Q60835,Trigonometric Substitution,3,101.52,97,0
1173,user_progressive,10,2026-03-07 01:49:22,Calculus,Q49084,Trigonometric Substitution,4,111,131,0
1174,user_progressive,10,2026-03-07 06:56:34,Calculus,Q13667,Trigonometric Substitution,5,90.54,98,0
1175,user_progressive,10,2026-03-07 10:07:23,Calculus,Q46964,Trigonometric Substitution,5,132.36,153,1
1176,user_progressive,10,2026-03-07 16:13:14,Calculus,Q39737,Trigonometric Substitution,4,116.25,107,0
1177,user_progressive,10,2026-03-08 21:40:19,Calculus,Q67389,Trigonometric Substitution,4,137.4,154,1
1178,user_progressive,10,2026-03-09 01:08:30,Calculus,Q11422,Trigonometric Substitution,3,115.72,113,0
1179,user_progressive,10,2026-03-09 13:35:41,Calculus,Q34280,Trigonometric Substitution,5,92.48,96,1
1180,user_progressive,10,2026-03-10 10:48:53,Calculus,Q52908,Trigonometric Substitution,5,227.72,200,1
1181,user_progressive,10,2026-03-10 14:00:23,Calculus,Q75050,Trigonometric Substitution,4,108.57,147,1
1182,user_progressive,10,2026-03-10 20:24:55,Calculus,Q40040,Trigonometric Substitution,4,204.35,187,0
1183,user_progressive,10,2026-03-11 03:36:06,Calculus,Q98269,Trigonometric Substitution,5,211.32,141,0
1184,user_progressive,10,2026-03-12 04:29:06,Calculus,Q12548,Trigonometric Substitution,5,178.44,192,0
1185,user_progressive,11,2026-03-12 16:03:57,Calculus,Q44324,Trigonometric Substitution,5,168,178,0
1186,user_progressive,11,2026-03-12 16:22:12,Calculus,Q50528,Trigonometric Substitution,3,188.43,197,1
1187,user_progressive,11,2026-03-12 19:19:01,Calculus,Q97103,Trigonometric Substitution,3,124.61,112,0
1188,user_progressive,11,2026-03-13 04:56:11,Calculus,Q17947,Trigonometric Substitution,4,231.69,189,0
1189,user_progressive,11,2026-03-14 05:17:35,Calculus,Q51519,Trigonometric Substitution,4,121.07,108,1
1190,user_progressive,11,2026-03-14 15:17:05,Calculus,Q96126,Trigonometric Substitution,5,82.49,145,1
1191,user_progressive,11,2026-03-15 01:06:38,Calculus,Q39024,Trigonometric Substitution,3,111.55,150,1
1192,user_progressive,11,2026-03-15 13:22:08,Calculus,Q34565,Trigonometric Substitution,4,97.66,115,0
1193,user_progressive,11,2026-03-16 02:48:30,Calculus,Q51667,Trigonometric Substitution,4,73.68,100,0
1194,user_progressive,11,2026-03-16 15:55:22,Calculus,Q47211,Trigonometric Substitution,3,140.05,178,0
1195,user_progressive,11,2026-03-17 10:19:59,Calculus,Q36471,Trigonometric Substitution,5,120.82,129,0
1196,user_progressive,11,2026-03-17 20:40:46,Calculus,Q19132,Trigonometric Substitution,5,130.19,114,0
1197,user_progressive,11,2026-03-17 21:27:33,Calculus,Q21988,Trigonometric Substitution,5,160.61,166,0
1198,user_progressive,11,2026-03-18 07:20:46,Calculus,Q47623,Trigonometric Substitution,5,98.02,108,1
1199,user_progressive,11,2026-03-18 08:31:04,Calculus,Q89834,Trigonometric Substitution,5,156.97,190,1
1200,user_progressive,11,2026-03-18 15:08:50,Calculus,Q82705,Trigonometric Substitution,5,95.33,104,0
1201,user_progressive,12,2026-03-19 23:35:02,Calculus,Q52360,Trigonometric Substitution,4,150.53,180,0
1202,user_progressive,12,2026-03-20 10:24:49,Calculus,Q15887,Trigonometric Substitution,3,81.25,104,0
1203,user_progressive,12,2026-03-20 15:50:10,Calculus,Q45141,Trigonometric Substitution,3,169.04,171,0
1204,user_progressive,12,2026-03-20 19:06:33,Calculus,Q96300,Trigonometric Substitution,3,146.81,174,1
1205,user_progressive,12,2026-03-21 04:01:02,Calculus,Q27137,Trigonometric Substitution,4,184.91,205,0
1206,user_progressive,12,2026-03-21 10:54:00,Calculus,Q91983,Trigonometric Substitution,4,110.6,162,0
1207,user_progressive,12,2026-03-21 16:25:22,Calculus,Q53508,Trigonometric Substitution,4,115.06,166,0
1208,user_progressive,12,2026-03-21 16:41:42,Calculus,Q27978,Trigonometric Substitution,3,143.6,133,1
1209,user_progressive,12,2026-03-23 00:48:06,Calculus,Q56886,Trigonometric Substitution,4,139.9,202,1
1210,user_progressive,12,2026-03-23 01:16:35,Calculus,Q39296,Trigonometric Substitution,4,149.27,180,1
1211,user_progressive,12,2026-03-23 07:31:41,Calculus,Q30277,Trigonometric Substitution,3,158.58,144,1
1212,user_progressive,12,2026-03-23 23:31:33,Calculus,Q51256,Trigonometric Substitution,4,105.12,155,0
1213,user_progressive,12,2026-03-24 03:39:49,Calculus,Q56645,Trigonometric Substitution,3,98.64,108,1
1214,user_progressive,12,2026-03-24 15:16:25,Calculus,Q34424,Trigonometric Substitution,5,192.4,160,0
1215,user_progressive,12,2026-03-26 00:26:14,Calculus,Q75402,Trigonometric Substitution,5,150.12,161,0
1216,user_progressive,12,2026-03-26 07:20:17,Calculus,Q47271,Trigonometric Substitution,4,200.45,199,1
1217,user_progressive,13,2026-03-26 13:29:09,Calculus,Q60932,Trigonometric Substitution,4,102.37,128,0
1218,user_progressive,13,2026-03-27 06:15:09,Calculus,Q54544,Trigonometric Substitution,5,92.55,92,0
1219,user_progressive,13,2026-03-27 23:52:36,Calculus,Q88634,Trigonometric Substitution,5,114.19,129,0
1220,user_progressive,13,2026-03-29 04:42:49,Calculus,Q98873,Trigonometric Substitution,5,82.09,132,1
1221,user_progressive,13,2026-03-29 05:43:44,Calculus,Q98285,Trigonometric Substitution,3,82.46,114,1
1222,user_progressive,13,2026-03-29 10:01:27,Calculus,Q25755,Trigonometric Substitution,5,186.31,173,1
1223,user_progressive,13,2026-03-29 16:34:45,Calculus,Q89262,Trigonometric Substitution,3,132.35,168,0
1224,user_progressive,13,2026-03-29 17:28:51,Calculus,Q55985,Trigonometric Substitution,5,188.32,205,1
1225,user_progressive,13,2026-03-30 05:32:24,Calculus,Q56373,Trigonometric Substitution,4,80.92,92,1
1226,user_progressive,13,2026-03-30 15:19:39,Calculus,Q31607,Trigonometric Substitution,3,163.1,147,0
1227,user_progressive,13,2026-03-31 16:35:14,Calculus,Q36588,Trigonometric Substitution,3,156.73,165,0
1228,user_progressive,13,2026-03-31 19:04:01,Calculus,Q89928,Trigonometric Substitution,3,100.37,97,0
1229,user_progressive,13,2026-04-01 04:59:12,Calculus,Q81810,Trigonometric Substitution,4,71.04,96,0
1230,user_progressive,13,2026-04-01 15:40:27,Calculus,Q96254,Trigonometric Substitution,4,145.96,179,0
1231,user_progressive,13,2026-04-02 04:47:57,Calculus,Q76852,Trigonometric Substitution,4,86.16,109,0
1232,user_progressive,13,2026-04-02 06:12:04,Calculus,Q75183,Trigonometric Substitution,5,125.66,121,1
1233,user_progressive,14,2026-04-03 22:14:26,Calculus,Q86104,Trigonometric Substitution,4,160.96,188,1
1234,user_progressive,14,2026-04-04 03:40:50,Calculus,Q44768,Trigonometric Substitution,4,110.59,132,0
1235,user_progressive,14,2026-04-04 04:35:57,Calculus,Q83296,Trigonometric Substitution,4,152.59,199,0
1236,user_progressive,14,2026-04-04 08:32:41,Calculus,Q71216,Trigonometric Substitution,3,120.81,118,0
1237,user_progressive,14,2026-04-04 23:25:56,Calculus,Q13541,Trigonometric Substitution,4,89.36,110,1
1238,user_progressive,14,2026-04-06 04:40:07,Calculus,Q56714,Trigonometric Substitution,4,104.23,134,0
1239,user_progressive,14,2026-04-06 18:20:40,Calculus,Q72756,Trigonometric Substitution,3,69.23,105,1
1240,user_progressive,14,2026-04-06 19:37:30,Calculus,Q74790,Trigonometric Substitution,3,93.22,119,0
1241,user_progressive,14,2026-04-06 20:19:16,Calculus,Q82181,Trigonometric Substitution,5,131.7,205,1
1242,user_progressive,14,2026-04-07 01:27:50,Calculus,Q23993,Trigonometric Substitution,5,76.37,117,1
1243,user_progressive,14,2026-04-07 15:41:33,Calculus,Q30160,Trigonometric Substitution,3,117.63,129,0
1244,user_progressive,14,2026-04-07 19:50:16,Calculus,Q93955,Trigonometric Substitution,3,102.85,119,1
1245,user_progressive,14,2026-04-08 15:12:51,Calculus,Q46302,Trigonometric Substitution,3,161.51,172,1
1246,user_progressive,14,2026-04-08 15:38:08,Calculus,Q57822,Trigonometric Substitution,5,107.38,118,0
1247,user_progressive,14,2026-04-08 22:28:52,Calculus,Q92560,Trigonometric Substitution,3,173.65,201,0
1248,user_progressive,14,2026-04-08 23:35:53,Calculus,Q59893,Trigonometric Substitution,4,157.85,151,0
1249,user_progressive,15,2026-04-09 09:43:33,Calculus,Q72543,Trigonometric Substitution,3,120.73,132,0
1250,user_progressive,15,2026-04-09 12:41:05,Calculus,Q48588,Trigonometric Substitution,4,143.83,152,0
1251,user_progressive,15,2026-04-09 17:20:31,Calculus,Q48372,Trigonometric Substitution,4,108.87,154,0
1252,user_progressive,15,2026-04-10 07:22:04,Calculus,Q83197,Trigonometric Substitution,3,72.66,118,1
1253,user_progressive,15,2026-04-10 15:13:56,Calculus,Q14900,Trigonometric Substitution,5,90.36,130,1
1254,user_progressive,15,2026-04-12 09:23:01,Calculus,Q12958,Trigonometric Substitution,4,144.49,189,0
1255,user_progressive,15,2026-04-12 15:26:37,Calculus,Q30519,Trigonometric Substitution,4,116.57,153,0
1256,user_progressive,15,2026-04-12 22:53:35,Calculus,Q32699,Trigonometric Substitution,4,146.06,194,0
1257,user_progressive,15,2026-04-13 10:17:22,Calculus,Q44488,Trigonometric Substitution,4,98.08,100,1
1258,user_progressive,15,2026-04-13 12:53:12,Calculus,Q34376,Trigonometric Substitution,3,67.1,122,0
1259,user_progressive,15,2026-04-13 14:38:22,Calculus,Q92705,Trigonometric Substitution,5,79.66,104,1
1260,user_progressive,15,2026-04-13 18:14:23,Calculus,Q58658,Trigonometric Substitution,3,93.36,122,0
1261,user_progressive,15,2026-04-14 03:42:36,Calculus,Q25400,Trigonometric Substitution,3,98.71,157,0
1262,user_progressive,15,2026-04-14 13:32:43,Calculus,Q72669,Trigonometric Substitution,3,63.81,92,0
1263,user_progressive,15,2026-04-14 22:47:46,Calculus,Q93335,Trigonometric Substitution,4,105.37,154,1
1264,user_progressive,15,2026-04-15 05:31:54,Calculus,Q45481,Trigonometric Substitution,5,118.42,149,1
1265,user_progressive,16,2026-04-17 00:04:19,Calculus,Q60000,Trigonometric Substitution,4,127.61,151,0
1266,user_progressive,16,2026-04-17 06:50:53,Calculus,Q66476,Trigonometric Substitution,4,105.43,162,0
1267,user_progressive,16,2026-04-17 20:35:08,Calculus,Q46083,Trigonometric Substitution,4,115.48,122,1
1268,user_progressive,16,2026-04-18 08:13:42,Calculus,Q91122,Trigonometric Substitution,4,62.26,94,0
1269,user_progressive,16,2026-04-18 21:17:46,Calculus,Q23459,Trigonometric Substitution,4,119.3,123,0
1270,user_progressive,16,2026-04-18 21:28:41,Calculus,Q52709,Trigonometric Substitution,4,131.4,144,1
1271,user_progressive,16,2026-04-19 23:07:35,Calculus,Q33444,Trigonometric Substitution,4,175.17,185,0
1272,user_progressive,16,2026-04-20 04:56:38,Calculus,Q65417,Trigonometric Substitution,5,86.3,95,1
1273,user_progressive,16,2026-04-20 05:27:23,Calculus,Q30052,Trigonometric Substitution,5,153.27,182,1
1274,user_progressive,16,2026-04-20 10:10:42,Calculus,Q73574,Trigonometric Substitution,3,178.35,199,0
